locatiecode,locatie omschrijving,locatie x,locatie y,locatie z,compartiment,datum,fewsparameter,fewsparametercode,fewsparameternaam,fewsparametergrootheid,fewsparametereenheidequivalent,fewsparametereenheidreferentie,fewsparameterparameterfractie,limietsymbool,meetwaarde,eenheid,waardebewerkingsmethode,afronding,opmerkingmeting
IJB003,Tussen haveneiland en vooreiland in,128380,484962,,OW,13-7-2011 10:38,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,140.0,n/dl,MET,Ja,
IJM007,Op steiger bij sluis aan het eind Emmy Andriessestraat (repr voor inlaat Ijmeerwater),129566,484384,,OW,13-7-2011 10:53,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
IJB002,Bij peilschaal Schokkerjachtdijk (repr voor binnenwater Steigeleiland),127569,486037,,OW,13-7-2011 11:08,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,4800.0,n/dl,MET,Ja,
ZBG001,Voor krooshek gemaal Zuider Ijdijk,125999,486852,,OW,13-7-2011 11:19,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,35000.0,n/dl,MET,Ja,
IJM001,Voor krooshek gemaal Zeeburg langs Zuider Ijdijk,125770,486732,,OW,13-7-2011 11:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
GAA001,In de Gaasp t.h.v. Stammerdijk 38,128411,481077,,OW,13-7-2011 12:07,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,290.0,n/dl,MET,Ja,
SBI017,Zwemwater zwemgedeelte zuidzijde,116108,486762,,OW,18-7-2011 08:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,530.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,18-7-2011 08:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,380.0,n/dl,MET,Ja,
GGP024,"pomp inlaat speelvijver, zwemwater",127882,480274,,OW,18-7-2011 09:17,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,980.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,18-7-2011 09:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,640.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,18-7-2011 09:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,140.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,19-7-2011 13:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,19-7-2011 13:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,21-7-2011 06:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,290.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,21-7-2011 10:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,2800.0,n/dl,MET,Ja,
KVV001,Baarsjesweg in de Kostverlorenvaart / Admiralengracht,118995,486352,,OW,25-7-2011 07:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,780.0,n/dl,MET,Ja,
ADM061,Nieuwe Vaart vanaf brug achter Artis,123099,486928,,OW,25-7-2011 07:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,5700.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,25-7-2011 08:12,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,4200.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,1-8-2011 08:23,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
SBI017,Zwemwater zwemgedeelte zuidzijde,116108,486762,,OW,1-8-2011 08:36,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
GGP024,"pomp inlaat speelvijver, zwemwater",127882,480274,,OW,1-8-2011 09:23,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,1-8-2011 09:27,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,280.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,1-8-2011 09:47,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,2-8-2011 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,5400.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,2-8-2011 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,290.0,n/dl,MET,Ja,
GAA001,In de Gaasp t.h.v. Stammerdijk 38,128411,481077,,OW,4-8-2011 08:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,130.0,n/dl,MET,Ja,
IJM001,Voor krooshek gemaal Zeeburg langs Zuider Ijdijk,125770,486732,,OW,4-8-2011 09:11,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
ZBG001,Voor krooshek gemaal Zuider Ijdijk,125999,486852,,OW,4-8-2011 09:21,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
IJB001,Voor krooshek gemaal Haveneiland (IJburg) Zwanenbloemkade,128566,484893,,OW,4-8-2011 09:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
IJB003,Tussen haveneiland en vooreiland in,128380,484962,,OW,4-8-2011 09:49,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
IJM007,Op steiger bij sluis aan het eind Emmy Andriessestraat (repr voor inlaat Ijmeerwater),129566,484384,,OW,4-8-2011 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
WTV002,Duivensrechtsebrug over Weespertrekvaart langs Molenkade,124856,483339,,OW,4-8-2011 10:08,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
IJB002,Bij peilschaal Schokkerjachtdijk (repr voor binnenwater Steigeleiland),127569,486037,,OW,4-8-2011 10:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
ADM061,Nieuwe Vaart vanaf brug achter Artis,123099,486928,,OW,8-8-2011 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,680.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,8-8-2011 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,350.0,n/dl,MET,Ja,
AMS010,amstel t.o. nr. 319/ten Z A10,121688,482650,,OW,8-8-2011 08:38,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,570.0,n/dl,MET,Ja,
ADM010,Kruizing Keizersgracht / Molenpad thv peperbus (repr voor stadsboezem),120755,486720,,OW,8-8-2011 08:46,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,860.0,n/dl,MET,Ja,
SPP001,sarphatiepark,121514,485231,,OW,8-8-2011 09:11,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,24000.0,n/dl,MET,Ja,
SPP004,"Sarphatipark, uitmonding helofytenfilter",121664,485362,,OW,8-8-2011 09:19,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,2400.0,n/dl,MET,Ja,
KVV001,Baarsjesweg in de Kostverlorenvaart / Admiralengracht,118995,486352,,OW,8-8-2011 10:31,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1400.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,8-8-2011 13:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,540.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,9-8-2011 14:06,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,15-8-2011 10:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,15-8-2011 11:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
GGP024,"pomp inlaat speelvijver, zwemwater",127882,480274,,OW,15-8-2011 11:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,250.0,n/dl,MET,Ja,
SBI017,Zwemwater zwemgedeelte zuidzijde,116108,486762,,OW,15-8-2011 12:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,2700.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,16-8-2011 11:46,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,16-8-2011 11:51,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,220.0,n/dl,MET,Ja,
SBI017,Zwemwater zwemgedeelte zuidzijde,116108,486762,,OW,17-8-2011 12:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,380.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,22-8-2011 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,270.0,n/dl,MET,Ja,
ADM061,Nieuwe Vaart vanaf brug achter Artis,123099,486928,,OW,22-8-2011 08:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,580.0,n/dl,MET,Ja,
KVV001,Baarsjesweg in de Kostverlorenvaart / Admiralengracht,118995,486352,,OW,22-8-2011 09:04,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,660.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,22-8-2011 09:21,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,310.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,29-8-2011 10:43,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,380.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,29-8-2011 10:52,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,310.0,n/dl,MET,Ja,
GGP024,"pomp inlaat speelvijver, zwemwater",127882,480274,,OW,29-8-2011 10:56,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
SBI017,Zwemwater zwemgedeelte zuidzijde,116108,486762,,OW,29-8-2011 11:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,29-8-2011 11:37,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,270.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,30-8-2011 07:48,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,30-8-2011 07:54,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,1-9-2011 08:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
AMS010,amstel t.o. nr. 319/ten Z A10,121688,482650,,OW,5-9-2011 08:22,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1900.0,n/dl,MET,Ja,
ADM061,Nieuwe Vaart vanaf brug achter Artis,123099,486928,,OW,6-9-2011 07:36,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,830.0,n/dl,MET,Ja,
ADM010,Kruizing Keizersgracht / Molenpad thv peperbus (repr voor stadsboezem),120755,486720,,OW,6-9-2011 08:04,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,420.0,n/dl,MET,Ja,
SPP001,sarphatiepark,121514,485231,,OW,6-9-2011 08:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,3700.0,n/dl,MET,Ja,
SPP004,"Sarphatipark, uitmonding helofytenfilter",121664,485362,,OW,6-9-2011 08:38,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,2400.0,n/dl,MET,Ja,
KVV001,Baarsjesweg in de Kostverlorenvaart / Admiralengracht,118995,486352,,OW,6-9-2011 10:23,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,640.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,6-9-2011 11:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,390.0,n/dl,MET,Ja,
GAA001,In de Gaasp t.h.v. Stammerdijk 38,128411,481077,,OW,7-9-2011 08:03,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,940.0,n/dl,MET,Ja,
IJM001,Voor krooshek gemaal Zeeburg langs Zuider Ijdijk,125770,486732,,OW,7-9-2011 08:46,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,330.0,n/dl,MET,Ja,
ZBG001,Voor krooshek gemaal Zuider Ijdijk,125999,486852,,OW,7-9-2011 08:53,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,3100.0,n/dl,MET,Ja,
IJB001,Voor krooshek gemaal Haveneiland (IJburg) Zwanenbloemkade,128566,484893,,OW,7-9-2011 09:07,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
IJB003,Tussen haveneiland en vooreiland in,128380,484962,,OW,7-9-2011 09:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
IJM007,Op steiger bij sluis aan het eind Emmy Andriessestraat (repr voor inlaat Ijmeerwater),129566,484384,,OW,7-9-2011 09:26,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
IJB002,Bij peilschaal Schokkerjachtdijk (repr voor binnenwater Steigeleiland),127569,486037,,OW,7-9-2011 09:41,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,5000.0,n/dl,MET,Ja,
WTV002,Duivensrechtsebrug over Weespertrekvaart langs Molenkade,124856,483339,,OW,9-9-2011 08:44,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
SBI017,Zwemwater zwemgedeelte zuidzijde,116108,486762,,OW,12-9-2011 07:34,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1100.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,12-9-2011 07:38,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,330.0,n/dl,MET,Ja,
GGP024,"pomp inlaat speelvijver, zwemwater",127882,480274,,OW,12-9-2011 08:03,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,670.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,12-9-2011 08:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,12-9-2011 08:16,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,13-9-2011 13:12,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,50.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,13-9-2011 13:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
KVV001,Baarsjesweg in de Kostverlorenvaart / Admiralengracht,118995,486352,,OW,19-9-2011 07:24,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,2300.0,n/dl,MET,Ja,
ADM061,Nieuwe Vaart vanaf brug achter Artis,123099,486928,,OW,19-9-2011 07:48,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,930.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,19-9-2011 08:02,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,440.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,6-10-2011 08:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,50.0,n/dl,MET,Ja,
AMS010,amstel t.o. nr. 319/ten Z A10,121688,482650,,OW,6-10-2011 08:32,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,390.0,n/dl,MET,Ja,
GAA001,In de Gaasp t.h.v. Stammerdijk 38,128411,481077,,OW,6-10-2011 09:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
ZBG001,Voor krooshek gemaal Zuider Ijdijk,125999,486852,,OW,6-10-2011 10:25,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,330.0,n/dl,MET,Ja,
IJM001,Voor krooshek gemaal Zeeburg langs Zuider Ijdijk,125770,486732,,OW,6-10-2011 10:34,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,220.0,n/dl,MET,Ja,
IJB001,Voor krooshek gemaal Haveneiland (IJburg) Zwanenbloemkade,128566,484893,,OW,6-10-2011 10:51,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
IJB003,Tussen haveneiland en vooreiland in,128380,484962,,OW,6-10-2011 11:02,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
IJM007,Op steiger bij sluis aan het eind Emmy Andriessestraat (repr voor inlaat Ijmeerwater),129566,484384,,OW,6-10-2011 11:12,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
IJB002,Bij peilschaal Schokkerjachtdijk (repr voor binnenwater Steigeleiland),127569,486037,,OW,6-10-2011 11:26,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,250.0,n/dl,MET,Ja,
ADM010,Kruizing Keizersgracht / Molenpad thv peperbus (repr voor stadsboezem),120755,486720,,OW,7-10-2011 09:18,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,960.0,n/dl,MET,Ja,
SPP001,sarphatiepark,121514,485231,,OW,7-10-2011 09:42,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,11000.0,n/dl,MET,Ja,
SPP004,"Sarphatipark, uitmonding helofytenfilter",121664,485362,,OW,7-10-2011 09:49,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,2700.0,n/dl,MET,Ja,
KVV001,Baarsjesweg in de Kostverlorenvaart / Admiralengracht,118995,486352,,OW,7-10-2011 11:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1000.0,n/dl,MET,Ja,
WTV002,Duivensrechtsebrug over Weespertrekvaart langs Molenkade,124856,483339,,OW,13-10-2011 10:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1300.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,1-11-2011 07:34,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
GAA001,In de Gaasp t.h.v. Stammerdijk 38,128411,481077,,OW,1-11-2011 10:49,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
ZBG001,Voor krooshek gemaal Zuider Ijdijk,125999,486852,,OW,1-11-2011 11:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,5700.0,n/dl,MET,Ja,
IJM001,Voor krooshek gemaal Zeeburg langs Zuider Ijdijk,125770,486732,,OW,1-11-2011 11:48,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,350.0,n/dl,MET,Ja,
IJB001,Voor krooshek gemaal Haveneiland (IJburg) Zwanenbloemkade,128566,484893,,OW,1-11-2011 12:06,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
IJB003,Tussen haveneiland en vooreiland in,128380,484962,,OW,1-11-2011 12:17,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
IJM007,Op steiger bij sluis aan het eind Emmy Andriessestraat (repr voor inlaat Ijmeerwater),129566,484384,,OW,1-11-2011 12:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
IJB002,Bij peilschaal Schokkerjachtdijk (repr voor binnenwater Steigeleiland),127569,486037,,OW,1-11-2011 12:44,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
ADM010,Kruizing Keizersgracht / Molenpad thv peperbus (repr voor stadsboezem),120755,486720,,OW,2-11-2011 07:26,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,880.0,n/dl,MET,Ja,
SPP001,sarphatiepark,121514,485231,,OW,2-11-2011 07:43,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1700.0,n/dl,MET,Ja,
SPP004,"Sarphatipark, uitmonding helofytenfilter",121664,485362,,OW,2-11-2011 07:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1800.0,n/dl,MET,Ja,
